Tissue,Gene,Degree,E_corr,SBM-Level-1,SBM-Level-2,SBM-Level-3,SBM-Level-4,SBM-Level-5,WGCNA
body,FBgn0064766,2,0.256342334,8,7,2,0,0,0
body,FBgn0041094,593,0.308351119,30,15,6,0,0,4
body,FBgn0036157,56,0.28678215,4,4,1,4,1,5
body,FBgn0036152,1,0.254687812,8,7,2,0,0,0
body,FBgn0061469,142,0.279543644,0,0,6,0,0,0
body,FBgn0036147,20,0.285200879,33,16,3,1,1,0
body,FBgn0029172,1010,0.319841974,51,18,1,4,1,2
body,FBgn0036124,1,0.256605107,8,7,2,0,0,0
body,FBgn0036133,28,0.269455328,0,0,6,0,0,0
body,FBgn0036135,371,0.29047227,7,6,3,1,1,1
body,FBgn0052076,1,0.272647597,8,7,2,0,0,0
body,FBgn0036141,301,0.287762613,13,0,6,0,0,0
body,FBgn0036136,4,0.275726715,5,5,4,1,1,0
body,FBgn0036134,22,0.269722091,3,3,2,0,0,0
body,FBgn0003462,1980,0.374847,68,14,9,1,1,2
body,FBgn0020412,432,0.299107597,46,3,2,0,0,4
body,FBgn0010741,233,0.307100714,10,5,4,1,1,1
body,FBgn0036121,2,0.283504267,9,8,4,1,1,0
body,FBgn0052075,1,0.258913413,9,8,4,1,1,0
body,FBgn0052069,8,0.272857166,29,5,4,1,1,0
body,FBgn0036111,964,0.316278731,45,15,6,0,0,3
body,FBgn0036090,3,0.29415376,8,7,2,0,0,0
body,FBgn0036091,320,0.298770745,47,9,3,1,1,2
body,FBgn0052068,1316,0.335350617,64,19,1,4,1,2
body,FBgn0010762,394,0.294869019,27,0,6,0,0,4
body,FBgn0036099,10,0.283682936,8,7,2,0,0,0
body,FBgn0026160,281,0.304736109,44,16,3,1,1,1
body,FBgn0036105,5,0.266365134,8,7,2,0,0,0
body,FBgn0036107,2,0.285564355,5,5,4,1,1,0
body,FBgn0027615,90,0.275535934,0,0,6,0,0,0
body,FBgn0036106,852,0.327179779,76,12,1,4,1,2
body,FBgn0047038,867,0.319823309,17,1,7,1,1,2
body,FBgn0052066,13,0.272063046,3,3,2,0,0,0
body,FBgn0000629,157,0.281385694,0,0,6,0,0,0
body,FBgn0052062,48,0.288391485,12,8,4,1,1,0
body,FBgn0011802,211,0.283523482,13,0,6,0,0,0
body,FBgn0036043,408,0.298366971,46,3,2,0,0,3
body,FBgn0027567,1472,0.340881047,54,2,5,0,0,3
body,FBgn0036059,280,0.286964017,0,0,6,0,0,0
body,FBgn0026404,435,0.304356164,26,0,6,0,0,4
body,FBgn0036063,1,0.267079025,9,8,4,1,1,0
body,FBgn0036058,6,0.27014431,12,8,4,1,1,0
body,FBgn0011836,41,0.27558879,3,3,2,0,0,0
body,FBgn0036053,32,0.271779794,0,0,6,0,0,0
body,FBgn0036052,10,0.267147787,8,7,2,0,0,0
body,FBgn0004390,734,0.306556755,23,2,5,0,0,3
body,FBgn0015618,106,0.276537659,3,3,2,0,0,0
body,FBgn0028429,3,0.267438567,9,8,4,1,1,0
body,FBgn0036018,2,0.264918234,9,8,4,1,1,0
body,FBgn0036028,1,0.258392588,9,8,4,1,1,0
body,FBgn0015321,32,0.278914871,59,8,4,1,1,0
body,FBgn0036032,176,0.281527984,3,3,2,0,0,0
body,FBgn0045823,328,0.298418828,24,9,3,1,1,1
body,FBgn0019644,1901,0.36991483,70,14,9,1,1,2
body,FBgn0036035,4,0.275430113,8,7,2,0,0,0
body,FBgn0040475,8,0.274029119,8,7,2,0,0,0
body,FBgn0036030,378,0.299392374,44,16,3,1,1,1
body,FBgn0016081,3,0.258351415,12,8,4,1,1,0
body,FBgn0010408,1108,0.351764889,72,10,4,1,1,2
body,FBgn0036008,11,0.271723245,8,7,2,0,0,0
body,FBgn0036007,32,0.297611638,12,8,4,1,1,0
body,FBgn0035969,241,0.294501776,27,0,6,0,0,0
body,FBgn0052039,1,0.273024447,12,8,4,1,1,0
body,FBgn0035982,283,0.297603346,35,18,1,4,1,1
body,FBgn0001226,75,0.283223614,8,7,2,0,0,0
body,FBgn0035985,262,0.291653631,4,4,1,4,1,1
body,FBgn0036004,1144,0.324414532,2,2,5,0,0,3
body,FBgn0011327,38,0.294545779,59,8,4,1,1,0
body,FBgn0036000,3,0.279510887,9,8,4,1,1,0
body,FBgn0035997,941,0.31432579,15,2,5,0,0,3
body,FBgn0005533,2119,0.380536276,61,1,7,1,1,2
body,FBgn0035989,13,0.282727115,0,0,6,0,0,0
body,FBgn0035986,191,0.283424379,0,0,6,0,0,0
body,FBgn0015218,26,0.282095693,12,8,4,1,1,0
body,FBgn0035983,3,0.274596623,8,7,2,0,0,0
body,FBgn0001225,126,0.321469682,59,8,4,1,1,0
body,FBgn0011769,3,0.280251475,5,5,4,1,1,0
body,FBgn0004379,116,0.280347525,0,0,6,0,0,0
body,FBgn0035936,49,0.275492655,3,3,2,0,0,0
body,FBgn0040321,123,0.286842218,4,4,1,4,1,1
body,FBgn0011787,68,0.28176856,10,5,4,1,1,0
body,FBgn0035944,3,0.261186315,5,5,4,1,1,0
body,FBgn0035947,1,0.264585048,9,8,4,1,1,0
body,FBgn0035951,6,0.260422911,3,3,2,0,0,0
body,FBgn0035953,20,0.276414132,3,3,2,0,0,0
body,FBgn0023479,763,0.308661601,56,19,1,4,1,2
body,FBgn0040827,458,0.299736953,20,6,3,1,1,1
body,FBgn0035965,1,0.265165665,9,8,4,1,1,0
body,FBgn0011206,275,0.298997357,44,16,3,1,1,1
body,FBgn0035959,812,0.309114893,15,2,5,0,0,3
body,FBgn0000116,1415,0.340250455,67,18,1,4,1,2
body,FBgn0035955,464,0.297179678,25,7,2,0,0,4
body,FBgn0016070,2297,0.385717545,77,17,2,0,0,3
body,FBgn0000357,40,0.362350873,22,13,4,1,1,1
body,FBgn0000358,56,0.361583491,22,13,4,1,1,1
body,FBgn0000356,49,0.371727801,22,13,4,1,1,1
body,FBgn0035933,184,0.282566622,4,4,1,4,1,1
body,FBgn0020633,144,0.28711094,0,0,6,0,0,0
body,FBgn0003149,910,0.32097003,63,18,1,4,1,7
body,FBgn0052022,1,0.26637961,8,7,2,0,0,0
body,FBgn0011509,8,0.279969919,5,5,4,1,1,0
body,FBgn0035876,2,0.256890301,8,7,2,0,0,0
body,FBgn0011762,3,0.290138745,8,7,2,0,0,0
body,FBgn0020224,781,0.308345239,23,2,5,0,0,3
body,FBgn0010825,1027,0.323865342,45,15,6,0,0,3
body,FBgn0035904,1507,0.344683457,58,12,1,4,1,2
body,FBgn0024236,115,0.282571513,3,3,2,0,0,0
body,FBgn0035909,418,0.305797814,44,16,3,1,1,1
body,FBgn0260442,3,0.260527811,12,8,4,1,1,0
body,FBgn0035916,2,0.290343429,8,7,2,0,0,0
body,FBgn0017429,59,0.272419468,29,5,4,1,1,5
body,FBgn0035911,2,0.257265578,8,7,2,0,0,0
body,FBgn0035907,6,0.270108775,8,7,2,0,0,0
body,FBgn0035906,6,0.261992072,5,5,4,1,1,0
body,FBgn0001248,645,0.307723055,62,19,1,4,1,1
body,FBgn0035878,16,0.268647005,8,7,2,0,0,0
body,FBgn0026252,144,0.287579123,6,20,2,0,0,0
body,FBgn0035848,17,0.275795636,3,3,2,0,0,0
body,FBgn0035850,2,0.283255656,9,8,4,1,1,0
body,FBgn0040832,855,0.318031926,56,19,1,4,1,2
body,FBgn0015793,5,0.268151986,8,7,2,0,0,0
body,FBgn0035872,743,0.30811539,41,11,0,0,0,3
body,FBgn0035871,451,0.293496688,4,4,1,4,1,1
body,FBgn0035866,388,0.294402658,25,7,2,0,0,0
body,FBgn0027569,1,0.28605607,12,8,4,1,1,0
body,FBgn0035853,2,0.273019727,59,8,4,1,1,0
body,FBgn0020392,6,0.268437732,8,7,2,0,0,0
body,FBgn0040290,91,0.277467673,0,0,6,0,0,0
body,FBgn0029113,3,0.26131167,8,7,2,0,0,0
body,FBgn0042112,103,0.291284127,10,5,4,1,1,1
body,FBgn0026263,262,0.287815376,0,0,6,0,0,0
body,FBgn0052365,459,0.290367699,31,11,0,0,0,4
body,FBgn0035827,148,0.300029472,10,5,4,1,1,1
body,FBgn0035830,17,0.277147077,5,5,4,1,1,0
body,FBgn0011817,1156,0.325065722,54,2,5,0,0,3
body,FBgn0035831,2,0.266234849,8,7,2,0,0,0
body,FBgn0035829,65,0.281473917,25,7,2,0,0,0
body,FBgn0027554,2,0.26140739,9,8,4,1,1,0
body,FBgn0024187,23,0.280197018,0,0,6,0,0,0
body,FBgn0035825,2,0.287261754,9,8,4,1,1,0
body,FBgn0003041,793,0.308390348,41,11,0,0,0,3
body,FBgn0016694,676,0.318781333,44,16,3,1,1,1
body,FBgn0035793,315,0.289702784,13,0,6,0,0,0
body,FBgn0028582,15,0.271870294,12,8,4,1,1,0
body,FBgn0035805,21,0.2688737,5,5,4,1,1,0
body,FBgn0024542,104,0.279442407,25,7,2,0,0,0
body,FBgn0019662,1,0.260645822,9,8,4,1,1,0
body,FBgn0035771,23,0.278326758,8,7,2,0,0,0
body,FBgn0082598,307,0.316231549,40,20,2,0,0,4
body,FBgn0016983,188,0.283075889,0,0,6,0,0,0
body,FBgn0035779,467,0.320266418,11,9,3,1,1,6
body,FBgn0035781,904,0.32878523,52,6,3,1,1,7
body,FBgn0052380,5,0.264167287,8,7,2,0,0,0
body,FBgn0035772,94,0.282990422,33,16,3,1,1,0
body,FBgn0035770,1458,0.354841782,71,12,1,4,1,6
body,FBgn0035769,470,0.295500481,31,11,0,0,0,4
body,FBgn0015298,269,0.302430648,18,10,4,1,1,1
body,FBgn0035768,697,0.321382781,22,13,4,1,1,5
body,FBgn0035767,311,0.288412706,4,4,1,4,1,1
body,FBgn0035763,4,0.270130214,5,5,4,1,1,0
body,FBgn0012058,30,0.271378658,3,3,2,0,0,0
body,FBgn0028648,4,0.274628421,33,16,3,1,1,0
body,FBgn0035753,1671,0.366903656,55,1,7,1,1,2
body,FBgn0029117,5,0.271865731,33,16,3,1,1,0
body,FBgn0035726,65,0.276198643,5,5,4,1,1,5
body,FBgn0035743,340,0.343791526,48,9,3,1,1,6
body,FBgn0010387,1708,0.356869238,58,12,1,4,1,2
body,FBgn0002775,21,0.271552337,8,7,2,0,0,0
body,FBgn0001104,732,0.304236026,23,2,5,0,0,3
body,FBgn0035725,4,0.273033298,5,5,4,1,1,0
body,FBgn0035720,18,0.272234032,3,3,2,0,0,0
body,FBgn0035714,1,0.263413586,12,8,4,1,1,0
body,FBgn0041194,119,0.287806535,4,4,1,4,1,1
body,FBgn0035713,491,0.305110609,26,0,6,0,0,4
body,FBgn0005626,150,0.280896725,33,16,3,1,1,1
body,FBgn0035710,239,0.2880474,4,4,1,4,1,1
body,FBgn0020251,2,0.272537846,9,8,4,1,1,0
body,FBgn0042185,829,0.310220985,15,2,5,0,0,3
body,FBgn0002926,469,0.306042588,42,13,4,1,1,1
body,FBgn0035704,27,0.270864719,0,0,6,0,0,0
body,FBgn0024921,523,0.304122527,30,15,6,0,0,3
body,FBgn0001258,252,0.293559463,24,9,3,1,1,1
body,FBgn0035696,105,0.280786056,33,16,3,1,1,1
body,FBgn0035694,493,0.312475503,22,13,4,1,1,5
body,FBgn0002526,420,0.296906713,4,4,1,4,1,1
body,FBgn0035692,7,0.28426915,3,3,2,0,0,0
body,FBgn0022935,427,0.302351958,26,0,6,0,0,0
body,FBgn0022699,1,0.289289586,9,8,4,1,1,0
body,FBgn0035688,68,0.293831747,6,20,2,0,0,0
body,FBgn0035642,11,0.268653156,8,7,2,0,0,0
body,FBgn0052409,58,0.272630207,29,5,4,1,1,5
body,FBgn0040060,932,0.337246836,21,12,1,4,1,7
body,FBgn0035665,1236,0.345919085,21,12,1,4,1,7
body,FBgn0035666,212,0.307563078,11,9,3,1,1,1
body,FBgn0028980,131,0.277249982,0,0,6,0,0,0
body,FBgn0035675,216,0.326799627,32,5,4,1,1,1
body,FBgn0061492,14,0.272734701,29,5,4,1,1,0
body,FBgn0042119,264,0.296598909,47,9,3,1,1,1
body,FBgn0035679,12,0.263256697,24,9,3,1,1,0
body,FBgn0035678,275,0.288560867,7,6,3,1,1,1
body,FBgn0035670,1172,0.355680378,71,12,1,4,1,6
body,FBgn0035667,855,0.335322304,52,6,3,1,1,7
body,FBgn0035661,309,0.343222292,48,9,3,1,1,6
body,FBgn0002638,703,0.306942045,30,15,6,0,0,3
body,FBgn0052412,149,0.28453852,25,7,2,0,0,0
body,FBgn0035644,2,0.272456812,9,8,4,1,1,0
body,FBgn0029121,1,0.254780648,33,16,3,1,1,0
body,FBgn0040239,34,0.274529858,6,20,2,0,0,0
body,FBgn0016756,2,0.269083648,12,8,4,1,1,0
body,FBgn0035631,1,0.271744415,9,8,4,1,1,0
body,FBgn0035639,7,0.274145782,9,8,4,1,1,0
body,FBgn0035640,97,0.287857737,25,7,2,0,0,0
body,FBgn0040298,183,0.2800749,0,0,6,0,0,0
body,FBgn0035632,1,0.290372145,9,8,4,1,1,0
body,FBgn0035630,289,0.290775176,7,6,3,1,1,1
body,FBgn0035624,3,0.276045019,8,7,2,0,0,0
body,FBgn0035622,1,0.272169257,9,8,4,1,1,0
body,FBgn0015766,1445,0.339242237,67,18,1,4,1,2
body,FBgn0029118,145,0.28236246,7,6,3,1,1,1
body,FBgn0035600,1546,0.344870941,57,14,9,1,1,2
body,FBgn0035603,123,0.284363317,5,5,4,1,1,5
body,FBgn0035601,45,0.283056129,59,8,4,1,1,0
body,FBgn0004380,82,0.281343945,8,7,2,0,0,0
body,FBgn0035593,9,0.263571285,8,7,2,0,0,0
body,FBgn0028962,1,0.317713849,8,7,2,0,0,0
body,FBgn0010747,1,0.278343621,8,7,2,0,0,0
body,FBgn0035588,424,0.298628896,14,10,4,1,1,1
body,FBgn0035590,111,0.283583122,7,6,3,1,1,1
body,FBgn0020369,7,0.301603811,12,8,4,1,1,0
body,FBgn0031174,9,0.273150676,12,8,4,1,1,0
body,FBgn0000709,28,0.279146381,0,0,6,0,0,0
body,FBgn0015379,6,0.284210238,59,8,4,1,1,0
body,FBgn0011710,93,0.277884391,3,3,2,0,0,0
body,FBgn0003423,63,0.284538641,6,20,2,0,0,0
body,FBgn0020272,106,0.277916657,0,0,6,0,0,0
body,FBgn0031176,1280,0.337713687,64,19,1,4,1,2
body,FBgn0028583,1084,0.327537565,53,19,1,4,1,2
body,FBgn0029067,537,0.301323878,30,15,6,0,0,3
body,FBgn0052521,101,0.279896544,33,16,3,1,1,1
body,FBgn0031145,69,0.294533301,12,8,4,1,1,0
body,FBgn0025814,13,0.271615147,5,5,4,1,1,0
body,FBgn0031148,28,0.274500154,33,16,3,1,1,0
body,FBgn0031150,22,0.275551683,3,3,2,0,0,0
body,FBgn0031149,1,0.259639577,5,5,4,1,1,0
body,FBgn0031144,105,0.278595432,0,0,6,0,0,0
body,FBgn0031143,13,0.283173259,29,5,4,1,1,0
body,FBgn0027334,1,0.262750362,12,8,4,1,1,0
body,FBgn0031107,9,0.270037182,8,7,2,0,0,0
body,FBgn0011280,12,0.279113188,33,16,3,1,1,0
body,FBgn0031114,16,0.27496677,8,7,2,0,0,0
body,FBgn0002641,82,0.279448066,3,3,2,0,0,0
body,FBgn0031117,302,0.286322593,7,6,3,1,1,1
body,FBgn0031119,24,0.27110735,3,3,2,0,0,0
body,FBgn0026323,7,0.275708592,3,3,2,0,0,0
body,FBgn0031118,439,0.309789618,30,15,6,0,0,4
body,FBgn0023177,191,0.286136116,25,7,2,0,0,0
body,FBgn0031111,662,0.322211538,22,13,4,1,1,5
body,FBgn0031106,6,0.266900041,9,8,4,1,1,0
body,FBgn0027279,7,0.273605064,33,16,3,1,1,0
body,FBgn0031190,6,0.268429471,8,7,2,0,0,0
body,FBgn0031188,5,0.275113881,3,3,2,0,0,0
body,FBgn0031632,100,0.294086512,33,16,3,1,1,0
body,FBgn0031640,2,0.263994597,9,8,4,1,1,0
body,FBgn0031643,3,0.270004663,8,7,2,0,0,0
body,FBgn0031639,5,0.265130419,29,5,4,1,1,0
body,FBgn0031635,10,0.264705184,8,7,2,0,0,0
body,FBgn0031633,3,0.264996252,5,5,4,1,1,0
body,FBgn0031629,173,0.295180532,4,4,1,4,1,1
body,FBgn0027560,1612,0.34820861,58,12,1,4,1,2
body,FBgn0022153,287,0.291766628,13,0,6,0,0,0
body,FBgn0031601,1,0.284648585,12,8,4,1,1,0
body,FBgn0031610,278,0.287244392,27,0,6,0,0,0
body,FBgn0031609,1,0.259096724,9,8,4,1,1,0
body,FBgn0053002,343,0.346272374,17,1,7,1,1,2
body,FBgn0019982,44,0.285247673,5,5,4,1,1,5
body,FBgn0031607,6,0.263247715,29,5,4,1,1,0
body,FBgn0031606,666,0.303006875,31,11,0,0,0,3
body,FBgn0031600,6,0.27634739,8,7,2,0,0,0
body,FBgn0031597,11,0.281374873,0,0,6,0,0,0
body,FBgn0000547,123,0.2862208,6,20,2,0,0,0
body,FBgn0003941,1401,0.365511901,50,1,7,1,1,2
body,FBgn0031590,22,0.276664174,6,20,2,0,0,0
body,FBgn0031589,2,0.264810843,33,16,3,1,1,0
body,FBgn0021800,45,0.288002841,12,8,4,1,1,0
body,FBgn0031579,985,0.34653997,71,12,1,4,1,6
body,FBgn0031580,779,0.333604817,43,4,1,4,1,6
body,FBgn0000256,1,0.27039515,9,8,4,1,1,0
body,FBgn0051957,31,0.277960401,8,7,2,0,0,0
body,FBgn0031535,34,0.276896939,59,8,4,1,1,0
body,FBgn0021967,1776,0.362337005,70,14,9,1,1,2
body,FBgn0031544,13,0.275497183,33,16,3,1,1,0
body,FBgn0051777,1217,0.325345262,64,19,1,4,1,2
body,FBgn0031563,651,0.307863711,56,19,1,4,1,2
body,FBgn0031561,1492,0.346381308,66,12,1,4,1,2
body,FBgn0031560,490,0.318897057,20,6,3,1,1,2
body,FBgn0031558,352,0.310858947,20,6,3,1,1,2
body,FBgn0031540,762,0.306328385,15,2,5,0,0,3
body,FBgn0031538,224,0.287088291,4,4,1,4,1,1
body,FBgn0014906,13,0.27335143,8,7,2,0,0,0
body,FBgn0016698,1,0.254538331,8,7,2,0,0,0
body,FBgn0031529,7,0.278888385,8,7,2,0,0,0
body,FBgn0011648,578,0.308241328,23,2,5,0,0,3
body,FBgn0031505,1127,0.32903098,64,19,1,4,1,2
body,FBgn0015521,1462,0.362753634,1,1,7,1,1,2
body,FBgn0051950,181,0.284683528,29,5,4,1,1,1
body,FBgn0028970,249,0.285518025,7,6,3,1,1,1
body,FBgn0041111,153,0.286444479,3,3,2,0,0,0
body,FBgn0031484,7,0.275044693,8,7,2,0,0,0
body,FBgn0025681,162,0.279924063,3,3,2,0,0,0
body,FBgn0031495,1,0.256363576,5,5,4,1,1,0
body,FBgn0031498,2,0.265161338,33,16,3,1,1,0
body,FBgn0031500,4,0.271739105,5,5,4,1,1,0
body,FBgn0042627,841,0.311680419,51,18,1,4,1,7
body,FBgn0015600,182,0.289637227,13,0,6,0,0,0
body,FBgn0031497,50,0.273819279,5,5,4,1,1,0
body,FBgn0031493,99,0.278746641,13,0,6,0,0,0
body,FBgn0031489,686,0.305267175,60,4,1,4,1,7
body,FBgn0031485,13,0.276895408,7,6,3,1,1,0
body,FBgn0031483,932,0.311068156,15,2,5,0,0,3
body,FBgn0004584,103,0.279178341,13,0,6,0,0,0
body,FBgn0024920,10,0.27797456,8,7,2,0,0,0
body,FBgn0024947,1,0.260948718,12,8,4,1,1,0
body,FBgn0031479,55,0.277104786,33,16,3,1,1,5
body,FBgn0051694,7,0.275278805,3,3,2,0,0,0
body,FBgn0031435,1120,0.321628486,39,11,0,0,0,3
body,FBgn0031437,9,0.274135067,5,5,4,1,1,0
body,FBgn0031449,2,0.287303058,12,8,4,1,1,0
body,FBgn0031452,51,0.271910264,3,3,2,0,0,0
body,FBgn0031453,78,0.287944486,73,8,4,1,1,0
body,FBgn0031458,7,0.284759291,8,7,2,0,0,0
body,FBgn0028398,104,0.275929808,7,6,3,1,1,1
body,FBgn0031459,1223,0.339801145,36,14,9,1,1,2
body,FBgn0031461,119,0.280875587,33,16,3,1,1,5
body,FBgn0019830,1195,0.326339923,53,19,1,4,1,2
body,FBgn0026324,82,0.28685117,10,5,4,1,1,0
body,FBgn0031436,1421,0.337790235,64,19,1,4,1,2
body,FBgn0031434,1135,0.322513645,39,11,0,0,0,3
body,FBgn0031420,4,0.285400319,8,7,2,0,0,0
body,FBgn0011818,654,0.305740249,23,2,5,0,0,3
body,FBgn0031418,542,0.305720789,20,6,3,1,1,7
body,FBgn0031417,575,0.308848192,60,4,1,4,1,1
body,FBgn0014010,417,0.295823321,42,13,4,1,1,1
body,FBgn0051681,39,0.285106571,44,16,3,1,1,1
body,FBgn0031406,19,0.290196702,49,16,3,1,1,0
body,FBgn0042186,194,0.286189897,7,6,3,1,1,1
body,FBgn0031374,7,0.277192503,6,20,2,0,0,0
body,FBgn0031378,24,0.279207958,8,7,2,0,0,0
body,FBgn0031379,1,0.281982311,8,7,2,0,0,0
body,FBgn0031381,1407,0.340669476,36,14,9,1,1,2
body,FBgn0031384,44,0.272716491,0,0,6,0,0,0
body,FBgn0003557,474,0.295818689,27,0,6,0,0,4
body,FBgn0031392,671,0.30148676,23,2,5,0,0,3
body,FBgn0031399,1,0.26882953,8,7,2,0,0,0
body,FBgn0031398,19,0.273778106,8,7,2,0,0,0
body,FBgn0010288,90,0.305786972,59,8,4,1,1,0
body,FBgn0031395,5,0.268415231,3,3,2,0,0,0
body,FBgn0000097,242,0.287851744,46,3,2,0,0,0
body,FBgn0031391,22,0.274013241,8,7,2,0,0,0
body,FBgn0031390,3,0.269663741,3,3,2,0,0,0
body,FBgn0031389,384,0.291207725,4,4,1,4,1,1
body,FBgn0031377,641,0.307428161,26,0,6,0,0,3
body,FBgn0011570,1,0.279678725,8,7,2,0,0,0
body,FBgn0031357,6,0.264754198,5,5,4,1,1,0
body,FBgn0031360,108,0.277909106,4,4,1,4,1,1
body,FBgn0027597,30,0.273413282,8,7,2,0,0,0
body,FBgn0000579,270,0.305763524,14,10,4,1,1,5
body,FBgn0031359,1,0.299876009,12,8,4,1,1,0
body,FBgn0031356,3,0.264584261,8,7,2,0,0,0
body,FBgn0021906,1959,0.370384913,68,14,9,1,1,2
body,FBgn0053126,1249,0.329482674,57,14,9,1,1,2
body,FBgn0031310,4,0.269730745,9,8,4,1,1,0
body,FBgn0031312,4,0.268292381,8,7,2,0,0,0
body,FBgn0031314,3,0.273360649,8,7,2,0,0,0
body,FBgn0031318,1,0.258179381,8,7,2,0,0,0
body,FBgn0040723,568,0.331912082,48,9,3,1,1,6
body,FBgn0031320,2,0.259824462,9,8,4,1,1,0
body,FBgn0031317,1,0.260162762,12,8,4,1,1,0
body,FBgn0024314,1,0.266503129,8,7,2,0,0,0
body,FBgn0031313,1159,0.321812183,53,19,1,4,1,2
body,FBgn0031309,16,0.2662378,8,7,2,0,0,0
body,FBgn0031305,534,0.299010738,4,4,1,4,1,1
body,FBgn0016926,164,0.289997723,73,8,4,1,1,0
body,FBgn0003310,429,0.296838454,27,0,6,0,0,4
head,FBgn0031081,62,0.252181142,0,0,0,0,0,0
head,FBgn0052350,9,0.248160074,1,1,1,2,1,0
head,FBgn0024733,933,0.353740895,2,2,2,2,1,3
head,FBgn0040372,14,0.255268485,3,3,1,2,1,0
head,FBgn0023534,9,0.240144423,4,4,0,0,0,0
head,FBgn0023537,875,0.328162128,5,5,4,1,1,3
head,FBgn0000108,871,0.299034824,6,6,0,0,0,4
head,FBgn0025640,63,0.249440189,7,1,1,2,1,0
head,FBgn0003575,14,0.243294977,1,1,1,2,1,0
head,FBgn0025634,7,0.240656351,3,3,1,2,1,0
head,FBgn0025638,100,0.252437069,8,7,2,2,1,1
head,FBgn0040383,59,0.258277799,9,2,2,2,1,0
head,FBgn0040382,119,0.253865487,10,4,0,0,0,0
head,FBgn0025621,18,0.240716993,11,3,1,2,1,0
head,FBgn0015799,18,0.240774449,11,3,1,2,1,0
head,FBgn0015288,105,0.298621598,12,7,2,2,1,1
head,FBgn0025639,16,0.24817146,11,3,1,2,1,0
head,FBgn0002579,874,0.355499074,13,8,4,1,1,3
head,FBgn0026879,74,0.262111538,14,9,3,0,0,0
head,FBgn0029529,13,0.249469954,3,3,1,2,1,0
head,FBgn0025633,37,0.250597747,11,3,1,2,1,0
head,FBgn0040349,365,0.308829681,15,2,2,2,1,1
head,FBgn0040364,32,0.245763336,16,10,1,2,1,0
head,FBgn0024362,7,0.237151296,3,3,1,2,1,0
head,FBgn0024364,70,0.24817298,7,1,1,2,1,0
head,FBgn0024987,15,0.24883082,3,3,1,2,1,0
head,FBgn0023169,51,0.2566082,3,3,1,2,1,0
head,FBgn0052813,236,0.260500574,17,11,0,0,0,0
head,FBgn0024985,56,0.248032019,3,3,1,2,1,0
head,FBgn0027794,8,0.247687465,18,20,1,2,1,0
head,FBgn0024986,93,0.254340576,3,3,1,2,1,0
head,FBgn0024365,69,0.250253896,19,12,1,2,1,0
head,FBgn0025641,33,0.254730869,4,4,0,0,0,0
head,FBgn0028550,393,0.268853102,20,13,5,0,0,2
head,FBgn0025394,6,0.239348933,18,20,1,2,1,0
head,FBgn0001189,25,0.246565187,21,14,2,2,1,0
head,FBgn0025390,6,0.242394811,17,11,0,0,0,0
head,FBgn0003517,265,0.340596763,22,7,2,2,1,1
head,FBgn0025382,63,0.25572737,4,4,0,0,0,0
head,FBgn0027791,21,0.241155371,19,12,1,2,1,0
head,FBgn0014411,20,0.241203815,23,14,2,2,1,0
head,FBgn0029594,6,0.245189062,11,3,1,2,1,0
head,FBgn0023519,12,0.243733587,24,4,0,0,0,0
head,FBgn0023508,26,0.245321464,4,4,0,0,0,0
head,FBgn0023522,59,0.253611275,7,1,1,2,1,0
head,FBgn0025628,25,0.259426936,1,1,1,2,1,0
head,FBgn0025626,176,0.259190373,7,1,1,2,1,0
head,FBgn0000667,980,0.327847937,25,13,5,0,0,2
head,FBgn0023511,5,0.235711712,4,4,0,0,0,0
head,FBgn0026088,36,0.265489519,3,3,1,2,1,0
head,FBgn0026089,33,0.250895498,1,1,1,2,1,0
head,FBgn0023517,72,0.251120849,19,12,1,2,1,0
head,FBgn0028969,32,0.262191946,26,20,1,2,1,0
head,FBgn0026090,4,0.236784476,18,20,1,2,1,0
head,FBgn0040395,276,0.257143943,17,11,0,0,0,5
head,FBgn0000382,170,0.263181902,28,15,5,0,0,4
head,FBgn0023507,783,0.318926025,29,8,4,1,1,3
head,FBgn0004654,428,0.279689124,30,8,4,1,1,1
head,FBgn0023540,535,0.331972163,31,13,5,0,0,2
head,FBgn0025839,117,0.289455886,27,9,3,0,0,0
head,FBgn0040899,21,0.253922086,32,10,1,2,1,0
head,FBgn0023549,11,0.244955006,16,10,1,2,1,0
head,FBgn0000810,38,0.253191177,23,14,2,2,1,0
head,FBgn0003079,16,0.256175594,33,10,1,2,1,0
head,FBgn0003159,23,0.246672301,3,3,1,2,1,0
head,FBgn0040389,8,0.242677186,34,16,3,0,0,0
head,FBgn0023526,114,0.272295628,28,15,5,0,0,4
head,FBgn0023529,27,0.295115365,35,10,1,2,1,0
head,FBgn0023528,223,0.264769199,36,3,1,2,1,0
head,FBgn0027296,7,0.241939755,11,3,1,2,1,0
head,FBgn0023524,20,0.255250319,37,6,0,0,0,0
head,FBgn0023525,18,0.240965997,37,6,0,0,0,0
head,FBgn0000377,68,0.24786418,8,7,2,2,1,1
head,FBgn0004397,420,0.271949164,20,13,5,0,0,2
head,FBgn0004655,52,0.250404148,11,3,1,2,1,0
head,FBgn0004861,8,0.238732454,0,0,0,0,0,0
head,FBgn0040066,76,0.25254994,19,12,1,2,1,0
head,FBgn0001404,605,0.295486359,38,17,3,0,0,2
head,FBgn0029629,239,0.281430976,12,7,2,2,1,1
head,FBgn0040377,516,0.313162721,31,13,5,0,0,2
