Tissue,Gene,Degree,E_corr,SBM-Level-1,SBM-Level-2,SBM-Level-3,SBM-Level-4,SBM-Level-5,WGCNA
body,FBgn0037011,592,0.306101083,56,19,1,4,1,2
body,FBgn0037008,1,0.257127504,12,8,4,1,1,0
body,FBgn0037007,780,0.310554939,35,18,1,4,1,1
body,FBgn0052428,19,0.277089842,3,3,2,0,0,0
body,FBgn0036994,427,0.29815283,25,7,2,0,0,0
body,FBgn0036992,336,0.301273858,20,6,3,1,1,1
body,FBgn0036990,27,0.269822575,7,6,3,1,1,0
body,FBgn0036988,1,0.300230044,8,7,2,0,0,0
body,FBgn0036987,6,0.270693457,8,7,2,0,0,0
body,FBgn0028978,2,0.27366407,8,7,2,0,0,0
body,FBgn0027565,2,0.260519156,8,7,2,0,0,0
body,FBgn0001247,1,0.292779581,12,8,4,1,1,0
body,FBgn0037016,30,0.268756441,33,16,3,1,1,0
body,FBgn0016696,22,0.271756431,8,7,2,0,0,0
body,FBgn0037020,2,0.260983335,29,5,4,1,1,0
body,FBgn0037024,171,0.29112413,5,5,4,1,1,5
body,FBgn0037025,227,0.284012324,13,0,6,0,0,0
body,FBgn0037027,832,0.316017639,15,2,5,0,0,3
body,FBgn0037031,21,0.271867709,8,7,2,0,0,0
body,FBgn0027055,1,0.262612681,8,7,2,0,0,0
body,FBgn0037026,82,0.281659266,0,0,6,0,0,0
body,FBgn0027364,99,0.281218701,33,16,3,1,1,1
body,FBgn0037022,2,0.282968494,8,7,2,0,0,0
body,FBgn0037021,957,0.319519594,2,2,5,0,0,3
body,FBgn0037019,2,0.276491233,9,8,4,1,1,0
body,FBgn0037044,1,0.269657971,8,7,2,0,0,0
body,FBgn0037057,140,0.287274533,4,4,1,4,1,1
body,FBgn0037061,14,0.270644435,59,8,4,1,1,0
body,FBgn0037051,25,0.278029711,8,7,2,0,0,0
body,FBgn0003415,1191,0.337577965,37,15,6,0,0,4
body,FBgn0037071,11,0.279429399,0,0,6,0,0,0
body,FBgn0005694,694,0.309027986,23,2,5,0,0,3
body,FBgn0037087,55,0.274794964,29,5,4,1,1,5
body,FBgn0037093,633,0.305892825,23,2,5,0,0,3
body,FBgn0037094,4,0.276607081,8,7,2,0,0,0
body,FBgn0015283,3,0.284745617,29,5,4,1,1,0
body,FBgn0028663,1289,0.340839696,58,12,1,4,1,2
body,FBgn0052438,329,0.290936518,25,7,2,0,0,0
body,FBgn0052441,229,0.289188862,7,6,3,1,1,1
body,FBgn0037098,488,0.295863437,31,11,0,0,0,4
body,FBgn0029152,314,0.29115718,27,0,6,0,0,4
body,FBgn0015239,1,0.2704337,9,8,4,1,1,0
body,FBgn0003042,142,0.278146825,0,0,6,0,0,0
body,FBgn0027945,601,0.314813476,56,19,1,4,1,2
body,FBgn0037063,11,0.267592554,29,5,4,1,1,0
body,FBgn0037106,74,0.27984341,0,0,6,0,0,0
body,FBgn0037108,3,0.271229623,5,5,4,1,1,0
body,FBgn0037110,143,0.277771774,29,5,4,1,1,1
body,FBgn0043783,273,0.310300634,20,6,3,1,1,1
body,FBgn0052446,37,0.276702644,29,5,4,1,1,0
body,FBgn0037121,116,0.282602713,29,5,4,1,1,1
body,FBgn0022936,10,0.281477615,59,8,4,1,1,0
body,FBgn0037134,7,0.264885584,8,7,2,0,0,0
body,FBgn0037135,408,0.298614651,20,6,3,1,1,1
body,FBgn0037138,8,0.266574624,12,8,4,1,1,0
body,FBgn0046301,1,0.277999028,12,8,4,1,1,0
body,FBgn0037120,2,0.258372133,8,7,2,0,0,0
body,FBgn0037109,100,0.27551195,13,0,6,0,0,0
body,FBgn0037146,1083,0.327075097,53,19,1,4,1,2
body,FBgn0000045,225,0.299561717,44,16,3,1,1,1
body,FBgn0037149,335,0.29133644,25,7,2,0,0,4
body,FBgn0000100,2324,0.392852526,28,14,9,1,1,2
body,FBgn0037151,3,0.256253432,8,7,2,0,0,0
body,FBgn0037150,7,0.271042078,8,7,2,0,0,0
body,FBgn0027532,172,0.284738841,13,0,6,0,0,0
body,FBgn0037141,368,0.292134323,31,11,0,0,0,0
body,FBgn0004179,435,0.296582387,27,0,6,0,0,4
body,FBgn0027086,7,0.262575255,5,5,4,1,1,0
body,FBgn0037166,853,0.31608329,60,4,1,4,1,7
body,FBgn0004449,20,0.278018421,3,3,2,0,0,0
body,FBgn0011771,5,0.264859779,8,7,2,0,0,0
body,FBgn0028500,7,0.271825899,8,7,2,0,0,0
body,FBgn0052452,312,0.285626066,0,0,6,0,0,0
body,FBgn0037188,171,0.28305289,0,0,6,0,0,0
body,FBgn0052451,57,0.271736106,0,0,6,0,0,0
body,FBgn0037184,14,0.273249231,0,0,6,0,0,0
body,FBgn0037182,3,0.285727473,12,8,4,1,1,0
body,FBgn0053169,4,0.281060837,5,5,4,1,1,0
body,FBgn0037203,324,0.289941083,27,0,6,0,0,0
body,FBgn0037207,393,0.292391496,27,0,6,0,0,4
body,FBgn0044324,63,0.271682937,3,3,2,0,0,0
body,FBgn0010348,553,0.315744247,42,13,4,1,1,1
body,FBgn0037199,171,0.30112326,10,5,4,1,1,0
body,FBgn0037409,82,0.295643319,42,13,4,1,1,5
body,FBgn0037374,1,0.258075531,12,8,4,1,1,0
body,FBgn0028690,5,0.272346904,59,8,4,1,1,0
body,FBgn0037379,117,0.287633948,13,0,6,0,0,0
body,FBgn0037384,130,0.278015773,0,0,6,0,0,0
body,FBgn0037387,793,0.318833117,60,4,1,4,1,7
body,FBgn0028436,1,0.267598276,9,8,4,1,1,0
body,FBgn0003261,33,0.292086913,6,20,2,0,0,0
body,FBgn0029088,370,0.296243205,46,3,2,0,0,4
body,FBgn0037383,66,0.276075511,8,7,2,0,0,0
body,FBgn0037382,2,0.275877967,9,8,4,1,1,0
body,FBgn0037376,2,0.260993169,3,3,2,0,0,0
body,FBgn0037372,2,0.277827911,59,8,4,1,1,0
body,FBgn0037329,1,0.289304534,9,8,4,1,1,0
body,FBgn0011715,255,0.283007746,25,7,2,0,0,0
body,FBgn0037332,31,0.276306539,0,0,6,0,0,0
body,FBgn0010051,1,0.261754344,12,8,4,1,1,0
body,FBgn0037341,17,0.273077159,5,5,4,1,1,0
body,FBgn0041191,236,0.28667475,7,6,3,1,1,1
body,FBgn0037351,2175,0.382701603,28,14,9,1,1,2
body,FBgn0051549,150,0.286891277,5,5,4,1,1,5
body,FBgn0037354,150,0.291116961,5,5,4,1,1,5
body,FBgn0037356,23,0.268950278,5,5,4,1,1,0
body,FBgn0037359,4,0.281338755,9,8,4,1,1,0
body,FBgn0046222,742,0.306186975,41,11,0,0,0,3
body,FBgn0037363,387,0.290067391,27,0,6,0,0,4
body,FBgn0037368,6,0.268700635,8,7,2,0,0,0
body,FBgn0037370,18,0.299246876,44,16,3,1,1,0
body,FBgn0027497,8,0.275346915,3,3,2,0,0,0
body,FBgn0037371,11,0.274790472,8,7,2,0,0,0
body,FBgn0037369,10,0.339508773,25,7,2,0,0,0
body,FBgn0037364,1111,0.327949715,2,2,5,0,0,3
body,FBgn0037360,6,0.277479908,8,7,2,0,0,0
body,FBgn0037358,107,0.277350795,7,6,3,1,1,1
body,FBgn0027951,580,0.301899192,30,15,6,0,0,4
body,FBgn0051548,598,0.314399882,56,19,1,4,1,2
body,FBgn0044823,511,0.297012447,31,11,0,0,0,4
body,FBgn0017550,38,0.277214106,6,20,2,0,0,0
body,FBgn0037344,1173,0.328928086,54,2,5,0,0,3
body,FBgn0037342,117,0.281828963,8,7,2,0,0,0
body,FBgn0037340,232,0.321563894,18,10,4,1,1,2
body,FBgn0037339,14,0.270311137,8,7,2,0,0,0
body,FBgn0037336,90,0.27480303,0,0,6,0,0,0
body,FBgn0037330,70,0.277704448,5,5,4,1,1,5
body,FBgn0037328,1728,0.364676135,61,1,7,1,1,2
body,FBgn0037327,1343,0.335790056,54,2,5,0,0,3
body,FBgn0037297,2,0.258125095,8,7,2,0,0,0
body,FBgn0037301,4,0.260020754,8,7,2,0,0,0
body,FBgn0003275,628,0.317304939,17,1,7,1,1,2
body,FBgn0037315,14,0.271614659,8,7,2,0,0,0
body,FBgn0037312,11,0.288773911,9,8,4,1,1,0
body,FBgn0037305,241,0.301309659,10,5,4,1,1,1
body,FBgn0260462,143,0.281780382,33,16,3,1,1,1
body,FBgn0037298,324,0.293861298,4,4,1,4,1,1
body,FBgn0004913,450,0.297429291,31,11,0,0,0,4
body,FBgn0037290,365,0.293811287,47,9,3,1,1,1
body,FBgn0010313,470,0.299035623,30,15,6,0,0,4
body,FBgn0037288,305,0.294119661,47,9,3,1,1,1
body,FBgn0004436,130,0.291116139,42,13,4,1,1,0
body,FBgn0022981,99,0.279143207,3,3,2,0,0,0
body,FBgn0010750,2,0.26018361,9,8,4,1,1,0
body,FBgn0037279,2,0.259384279,9,8,4,1,1,0
body,FBgn0037282,29,0.276351424,3,3,2,0,0,0
body,FBgn0027570,1033,0.322869165,53,19,1,4,1,2
body,FBgn0037270,523,0.305787544,62,19,1,4,1,1
body,FBgn0040466,241,0.291199216,25,7,2,0,0,0
body,FBgn0037235,2,0.286759419,8,7,2,0,0,0
body,FBgn0037239,39,0.279010518,29,5,4,1,1,1
body,FBgn0037240,3,0.258877747,3,3,2,0,0,0
body,FBgn0003882,55,0.277811053,0,0,6,0,0,0
body,FBgn0037252,250,0.285378649,13,0,6,0,0,0
body,FBgn0037255,38,0.273935476,3,3,2,0,0,0
body,FBgn0051523,212,0.294195252,44,16,3,1,1,1
body,FBgn0051522,103,0.283449282,33,16,3,1,1,5
body,FBgn0037249,63,0.286250046,33,16,3,1,1,0
body,FBgn0037248,855,0.312544369,15,2,5,0,0,3
body,FBgn0037236,5,0.276895069,8,7,2,0,0,0
body,FBgn0037213,162,0.281912917,33,16,3,1,1,1
body,FBgn0037215,57,0.275353374,24,9,3,1,1,5
body,FBgn0037218,73,0.278370187,3,3,2,0,0,0
body,FBgn0010225,1086,0.322102948,53,19,1,4,1,2
body,FBgn0037220,2,0.278107992,8,7,2,0,0,0
body,FBgn0031670,33,0.286873472,59,8,4,1,1,0
body,FBgn0000299,1265,0.333998835,63,18,1,4,1,7
body,FBgn0031676,4,0.275523735,8,7,2,0,0,0
body,FBgn0031682,10,0.273791522,8,7,2,0,0,0
body,FBgn0031684,1175,0.331903237,64,19,1,4,1,2
body,FBgn0031681,4,0.264798059,3,3,2,0,0,0
body,FBgn0028694,17,0.280103613,59,8,4,1,1,0
body,FBgn0031677,98,0.299714109,59,8,4,1,1,0
body,FBgn0022023,536,0.310565201,56,19,1,4,1,2
body,FBgn0016075,927,0.315705862,51,18,1,4,1,7
body,FBgn0053113,1067,0.322731604,65,12,1,4,1,2
body,FBgn0031696,198,0.280999179,0,0,6,0,0,0
body,FBgn0016076,329,0.30074759,24,9,3,1,1,1
body,FBgn0015031,1713,0.351718761,66,12,1,4,1,2
body,FBgn0031703,30,0.276194788,33,16,3,1,1,0
body,FBgn0031702,177,0.282084859,7,6,3,1,1,1
body,FBgn0031700,35,0.272640696,33,16,3,1,1,1
body,FBgn0031698,1251,0.332694876,37,15,6,0,0,3
body,FBgn0000228,357,0.299116248,26,0,6,0,0,4
body,FBgn0003716,7,0.273205174,12,8,4,1,1,0
body,FBgn0000318,289,0.309187826,18,10,4,1,1,2
body,FBgn0031711,115,0.293139965,5,5,4,1,1,0
body,FBgn0002525,321,0.289617323,46,3,2,0,0,0
body,FBgn0031717,378,0.289572722,4,4,1,4,1,1
body,FBgn0014189,135,0.280956537,25,7,2,0,0,0
body,FBgn0031710,3,0.269779916,9,8,4,1,1,0
body,FBgn0031708,2,0.277128889,5,5,4,1,1,0
body,FBgn0031736,1,0.329462292,12,8,4,1,1,0
body,FBgn0031740,52,0.278814684,13,0,6,0,0,0
body,FBgn0001128,1262,0.333852671,67,18,1,4,1,2
body,FBgn0031752,8,0.273255258,3,3,2,0,0,0
body,FBgn0031739,86,0.275884608,0,0,6,0,0,0
body,FBgn0031738,21,0.274229214,3,3,2,0,0,0
body,FBgn0003980,952,0.332600136,65,12,1,4,1,1
body,FBgn0001942,856,0.324818208,49,16,3,1,1,1
body,FBgn0001941,5,0.280954509,9,8,4,1,1,0
body,FBgn0031769,161,0.289229755,27,0,6,0,0,0
body,FBgn0031772,1,0.27901078,8,7,2,0,0,0
body,FBgn0031774,1,0.289643621,8,7,2,0,0,0
body,FBgn0031776,75,0.277930959,29,5,4,1,1,5
body,FBgn0031771,1018,0.316294759,53,19,1,4,1,2
body,FBgn0000052,9,0.276347303,5,5,4,1,1,0
body,FBgn0031764,1,0.254606778,9,8,4,1,1,0
body,FBgn0031759,1268,0.335385492,54,2,5,0,0,3
body,FBgn0000308,670,0.311156611,42,13,4,1,1,1
body,FBgn0031756,599,0.307778413,65,12,1,4,1,1
body,FBgn0003979,1035,0.333338086,65,12,1,4,1,1
body,FBgn0015623,330,0.296220266,35,18,1,4,1,1
body,FBgn0043854,1151,0.321011415,39,11,0,0,0,3
body,FBgn0031815,1,0.269044311,9,8,4,1,1,0
body,FBgn0027496,524,0.312635998,14,10,4,1,1,1
body,FBgn0051638,152,0.27962443,0,0,6,0,0,0
body,FBgn0031822,45,0.276897551,10,5,4,1,1,0
body,FBgn0031818,40,0.274165481,8,7,2,0,0,0
body,FBgn0031814,1,0.288855304,9,8,4,1,1,0
body,FBgn0031801,1011,0.317389454,53,19,1,4,1,2
body,FBgn0031799,403,0.296415668,31,11,0,0,0,4
body,FBgn0031830,1967,0.370898437,68,14,9,1,1,2
body,FBgn0031842,6,0.261228144,8,7,2,0,0,0
body,FBgn0028467,24,0.267691112,8,7,2,0,0,0
body,FBgn0031851,1,0.269373957,8,7,2,0,0,0
body,FBgn0046704,265,0.289678306,46,3,2,0,0,0
body,FBgn0025777,328,0.293164388,27,0,6,0,0,0
body,FBgn0025595,694,0.304089107,60,4,1,4,1,1
body,FBgn0031848,60,0.282026093,8,7,2,0,0,0
body,FBgn0000351,11,0.270193529,8,7,2,0,0,0
body,FBgn0051635,491,0.303687709,26,0,6,0,0,3
body,FBgn0017551,500,0.298785859,31,11,0,0,0,0
body,FBgn0031868,4,0.265164681,6,20,2,0,0,0
body,FBgn0004838,449,0.326805532,40,20,2,0,0,4
body,FBgn0031875,26,0.278699804,8,7,2,0,0,0
body,FBgn0031877,16,0.274095795,5,5,4,1,1,0
body,FBgn0021944,1,0.256868666,8,7,2,0,0,0
body,FBgn0016978,161,0.284751707,0,0,6,0,0,0
body,FBgn0031873,1,0.270318836,5,5,4,1,1,0
body,FBgn0031871,301,0.288327294,27,0,6,0,0,0
body,FBgn0028554,481,0.297146164,31,11,0,0,0,4
body,FBgn0011737,629,0.301207223,31,11,0,0,0,4
body,FBgn0042092,2,0.257898513,12,8,4,1,1,0
body,FBgn0031865,149,0.282537567,7,6,3,1,1,1
body,FBgn0015776,58,0.279577819,33,16,3,1,1,0
body,FBgn0031881,11,0.267151263,5,5,4,1,1,0
body,FBgn0031885,318,0.291069448,46,3,2,0,0,4
body,FBgn0031893,1,0.262166598,5,5,4,1,1,0
body,FBgn0031897,5,0.262215376,33,16,3,1,1,0
body,FBgn0031896,42,0.27478591,3,3,2,0,0,0
body,FBgn0031895,260,0.290271439,27,0,6,0,0,4
body,FBgn0031886,2,0.263252304,8,7,2,0,0,0
body,FBgn0031882,173,0.285423532,0,0,6,0,0,0
body,FBgn0031907,815,0.31086702,56,19,1,4,1,2
body,FBgn0031908,262,0.293076499,35,18,1,4,1,1
body,FBgn0031910,325,0.310058402,48,9,3,1,1,1
body,FBgn0028387,328,0.289895355,25,7,2,0,0,0
body,FBgn0031914,930,0.319875253,65,12,1,4,1,1
body,FBgn0031913,1714,0.353473192,69,14,9,1,1,2
body,FBgn0031909,6,0.274598197,3,3,2,0,0,0
body,FBgn0031904,1,0.310201233,12,8,4,1,1,0
body,FBgn0003961,852,0.311868752,60,4,1,4,1,2
body,FBgn0031947,773,0.307912834,41,11,0,0,0,3
body,FBgn0031951,3,0.257494127,8,7,2,0,0,0
body,FBgn0031950,2,0.259674194,29,5,4,1,1,0
body,FBgn0041182,213,0.287320071,4,4,1,4,1,1
body,FBgn0027515,83,0.278275269,3,3,2,0,0,0
body,FBgn0004177,73,0.301085622,6,20,2,0,0,0
body,FBgn0031968,410,0.304670066,11,9,3,1,1,1
body,FBgn0031979,5,0.266729082,8,7,2,0,0,0
body,FBgn0011230,5,0.268067805,33,16,3,1,1,0
body,FBgn0031980,1218,0.366290568,16,1,7,1,1,2
body,FBgn0031974,15,0.276514023,5,5,4,1,1,0
body,FBgn0031969,271,0.293380984,27,0,6,0,0,0
body,FBgn0020618,1721,0.362051527,70,14,9,1,1,2
body,FBgn0031988,270,0.284066383,0,0,6,0,0,0
body,FBgn0031996,1,0.277873149,12,8,4,1,1,0
body,FBgn0015299,232,0.341171134,32,5,4,1,1,1
body,FBgn0032002,219,0.355853279,48,9,3,1,1,6
body,FBgn0032014,121,0.292921494,59,8,4,1,1,0
body,FBgn0032016,24,0.272106449,8,7,2,0,0,0
body,FBgn0032022,60,0.287210065,4,4,1,4,1,5
body,FBgn0032025,314,0.295782762,4,4,1,4,1,1
body,FBgn0051901,287,0.323199283,48,9,3,1,1,6
body,FBgn0032026,337,0.305332903,26,0,6,0,0,4
body,FBgn0032021,317,0.291025746,47,9,3,1,1,1
body,FBgn0032015,179,0.28804992,42,13,4,1,1,1
body,FBgn0003502,356,0.302611806,46,3,2,0,0,0
body,FBgn0032006,146,0.281696308,33,16,3,1,1,5
body,FBgn0032000,3,0.268383446,33,16,3,1,1,0
body,FBgn0003607,32,0.289397149,59,8,4,1,1,0
body,FBgn0031992,2,0.269673706,12,8,4,1,1,0
body,FBgn0031990,17,0.274173556,3,3,2,0,0,0
body,FBgn0031987,18,0.271113884,5,5,4,1,1,0
body,FBgn0031985,1,0.264601569,12,8,4,1,1,0
body,FBgn0032029,3,0.262987696,9,8,4,1,1,0
body,FBgn0032030,2,0.257846982,8,7,2,0,0,0
body,FBgn0032032,1,0.258228946,9,8,4,1,1,0
body,FBgn0032034,10,0.268970042,59,8,4,1,1,0
body,FBgn0020497,540,0.301451006,30,15,6,0,0,3
body,FBgn0027932,268,0.304131958,6,20,2,0,0,4
body,FBgn0029173,432,0.296160361,31,11,0,0,0,4
body,FBgn0032052,5,0.258617912,29,5,4,1,1,0
body,FBgn0032054,2,0.256426516,9,8,4,1,1,0
body,FBgn0032055,42,0.290751431,24,9,3,1,1,0
body,FBgn0016122,151,0.298236138,22,13,4,1,1,1
body,FBgn0011259,3,0.26381535,8,7,2,0,0,0
body,FBgn0032053,196,0.285538818,7,6,3,1,1,1
body,FBgn0032051,1,0.262730693,8,7,2,0,0,0
body,FBgn0032050,1,0.263627581,12,8,4,1,1,0
body,FBgn0026718,1,0.277291745,12,8,4,1,1,0
body,FBgn0027490,63,0.283469219,8,7,2,0,0,0
body,FBgn0032042,2,0.274833958,8,7,2,0,0,0
body,FBgn0014417,1,0.304566575,8,7,2,0,0,0
body,FBgn0040959,731,0.328357142,52,6,3,1,1,7
body,FBgn0032033,1,0.281521279,8,7,2,0,0,0
body,FBgn0001114,569,0.302525553,62,19,1,4,1,1
body,FBgn0003209,2,0.262315686,33,16,3,1,1,0
body,FBgn0004914,16,0.276528653,6,20,2,0,0,0
body,FBgn0032059,2,0.268096285,9,8,4,1,1,0
body,FBgn0032074,970,0.347075482,71,12,1,4,1,6
body,FBgn0032075,1492,0.357129154,71,12,1,4,1,6
body,FBgn0040964,2,0.273863509,5,5,4,1,1,0
body,FBgn0032087,778,0.344493655,43,4,1,4,1,6
body,FBgn0032088,582,0.336548145,43,4,1,4,1,6
body,FBgn0032101,1,0.274634912,8,7,2,0,0,0
body,FBgn0013746,6,0.278811996,29,5,4,1,1,0
body,FBgn0011705,1,0.265636137,9,8,4,1,1,0
body,FBgn0032084,40,0.281633823,25,7,2,0,0,0
body,FBgn0032078,12,0.300102264,59,8,4,1,1,0
body,FBgn0041092,5,0.277870002,33,16,3,1,1,0
body,FBgn0010314,333,0.297576513,26,0,6,0,0,0
body,FBgn0026439,333,0.291471803,4,4,1,4,1,1
body,FBgn0011232,163,0.281693783,25,7,2,0,0,0
body,FBgn0032105,1410,0.334350839,54,2,5,0,0,3
body,FBgn0002973,152,0.278748111,3,3,2,0,0,0
body,FBgn0032123,149,0.279153973,3,3,2,0,0,0
body,FBgn0032127,189,0.321427216,22,13,4,1,1,5
body,FBgn0040070,886,0.333008705,72,10,4,1,1,2
body,FBgn0032135,11,0.26990744,3,3,2,0,0,0
body,FBgn0032136,1084,0.326272402,51,18,1,4,1,1
body,FBgn0015393,807,0.333486655,17,1,7,1,1,2
body,FBgn0011207,3,0.269152619,8,7,2,0,0,0
body,FBgn0032138,219,0.299989142,20,6,3,1,1,1
body,FBgn0000273,73,0.28303936,6,20,2,0,0,0
body,FBgn0028479,105,0.286219533,7,6,3,1,1,5
body,FBgn0032129,187,0.289942129,33,16,3,1,1,5
body,FBgn0004868,165,0.298366901,73,8,4,1,1,0
body,FBgn0032149,691,0.305401119,56,19,1,4,1,2
body,FBgn0032169,4,0.265596997,8,7,2,0,0,0
body,FBgn0032172,6,0.27048969,8,7,2,0,0,0
body,FBgn0032171,1,0.272099237,9,8,4,1,1,0
body,FBgn0032168,1,0.293441233,12,8,4,1,1,0
body,FBgn0063449,1420,0.344809062,74,1,7,1,1,2
body,FBgn0043456,1055,0.324029321,45,15,6,0,0,3
body,FBgn0011584,248,0.287551076,47,9,3,1,1,1
body,FBgn0005593,1690,0.367582159,55,1,7,1,1,2
body,FBgn0032194,2,0.264192463,8,7,2,0,0,0
body,FBgn0032198,534,0.302554989,62,19,1,4,1,1
body,FBgn0032197,8,0.273246211,8,7,2,0,0,0
body,FBgn0032196,97,0.281453424,0,0,6,0,0,0
body,FBgn0024320,113,0.276241004,7,6,3,1,1,1
body,FBgn0032193,2,0.273182189,8,7,2,0,0,0
body,FBgn0032191,36,0.277646807,0,0,6,0,0,0
body,FBgn0032189,448,0.292873992,25,7,2,0,0,4
body,FBgn0051875,70,0.275639538,0,0,6,0,0,0
body,FBgn0004419,319,0.315056966,59,8,4,1,1,0
body,FBgn0051717,244,0.285217182,7,6,3,1,1,1
body,FBgn0032204,32,0.269257174,0,0,6,0,0,0
body,FBgn0032205,1,0.259957421,9,8,4,1,1,0
body,FBgn0032214,21,0.284392069,10,5,4,1,1,0
body,FBgn0032217,4,0.27339461,5,5,4,1,1,0
body,FBgn0032222,1,0.271945035,33,16,3,1,1,0
body,FBgn0032223,403,0.299246702,26,0,6,0,0,0
body,FBgn0019932,9,0.269264337,29,5,4,1,1,0
body,FBgn0051715,122,0.311803604,10,5,4,1,1,1
body,FBgn0032224,78,0.280901143,7,6,3,1,1,5
body,FBgn0032229,457,0.298810529,18,10,4,1,1,1
body,FBgn0003087,1390,0.334553852,19,11,0,0,0,3
body,FBgn0032231,16,0.26781645,8,7,2,0,0,0
body,FBgn0032235,844,0.342510412,43,4,1,4,1,6
body,FBgn0032236,119,0.279631845,29,5,4,1,1,1
body,FBgn0051716,168,0.280792848,0,0,6,0,0,0
body,FBgn0003942,1752,0.370774764,75,1,7,1,1,2
body,FBgn0032243,2,0.258739149,12,8,4,1,1,0
body,FBgn0032244,5,0.270347001,59,8,4,1,1,0
body,FBgn0032246,30,0.270730749,29,5,4,1,1,0
body,FBgn0004915,3,0.275963197,9,8,4,1,1,0
body,FBgn0032250,23,0.271657292,0,0,6,0,0,0
body,FBgn0027052,9,0.267582279,8,7,2,0,0,0
body,FBgn0032251,10,0.27405634,0,0,6,0,0,0
body,FBgn0027611,1291,0.331824269,67,18,1,4,1,2
body,FBgn0032248,1,0.287757796,8,7,2,0,0,0
body,FBgn0005683,8,0.268709355,8,7,2,0,0,0
body,FBgn0032242,28,0.269818298,29,5,4,1,1,0
body,FBgn0004106,39,0.278970938,59,8,4,1,1,0
body,FBgn0053303,101,0.287701026,5,5,4,1,1,0
body,FBgn0011703,100,0.282984496,25,7,2,0,0,0
body,FBgn0032218,151,0.282336669,33,16,3,1,1,1
body,FBgn0032216,11,0.277063232,59,8,4,1,1,0
body,FBgn0032213,477,0.30154268,20,6,3,1,1,1
body,FBgn0032210,2,0.270796783,12,8,4,1,1,0
body,FBgn0032208,204,0.283736842,25,7,2,0,0,0
body,FBgn0011305,2,0.259984957,8,7,2,0,0,0
body,FBgn0032200,18,0.283272614,29,5,4,1,1,0
body,FBgn0000229,81,0.276723094,33,16,3,1,1,0
body,FBgn0010398,104,0.276502036,8,7,2,0,0,0
body,FBgn0032264,668,0.306467065,20,6,3,1,1,2
body,FBgn0032290,1,0.267828005,8,7,2,0,0,0
body,FBgn0032293,1,0.274090485,12,8,4,1,1,0
body,FBgn0032295,888,0.313611878,15,2,5,0,0,3
body,FBgn0015320,132,0.280406159,0,0,6,0,0,0
body,FBgn0032297,1000,0.316773607,51,18,1,4,1,7
body,FBgn0032296,3,0.260891024,8,7,2,0,0,0
body,FBgn0027868,8,0.27446468,59,8,4,1,1,0
body,FBgn0032292,5,0.274654895,8,7,2,0,0,0
body,FBgn0032285,708,0.314546308,60,4,1,4,1,1
body,FBgn0032262,58,0.278143761,8,7,2,0,0,0
body,FBgn0032321,8,0.276437636,8,7,2,0,0,0
body,FBgn0032322,622,0.307039641,35,18,1,4,1,1
body,FBgn0041781,245,0.292429933,13,0,6,0,0,0
body,FBgn0026148,2,0.27274948,8,7,2,0,0,0
body,FBgn0026147,15,0.272201461,3,3,2,0,0,0
body,FBgn0032330,7,0.277653198,12,8,4,1,1,0
body,FBgn0015756,1183,0.362543736,16,1,7,1,1,2
body,FBgn0000146,6,0.273796374,33,16,3,1,1,0
body,FBgn0004872,2,0.257644788,8,7,2,0,0,0
body,FBgn0010612,1614,0.362525215,1,1,7,1,1,2
body,FBgn0000018,2,0.267337471,12,8,4,1,1,0
body,FBgn0053129,28,0.285873124,59,8,4,1,1,0
body,FBgn0024227,108,0.28251227,8,7,2,0,0,0
body,FBgn0027453,247,0.285702627,13,0,6,0,0,0
body,FBgn0032305,15,0.274640471,3,3,2,0,0,0
body,FBgn0051869,114,0.298053814,42,13,4,1,1,0
body,FBgn0032298,540,0.299489669,62,19,1,4,1,1
body,FBgn0032358,3,0.260514436,33,16,3,1,1,0
body,FBgn0020270,3,0.271003303,9,8,4,1,1,0
body,FBgn0040232,285,0.28535645,25,7,2,0,0,0
body,FBgn0032350,166,0.283699308,4,4,1,4,1,1
body,FBgn0032346,19,0.274736857,5,5,4,1,1,0
body,FBgn0027582,1,0.258269856,8,7,2,0,0,0
body,FBgn0032341,508,0.302162813,30,15,6,0,0,3
body,FBgn0028490,681,0.307488702,35,18,1,4,1,1
body,FBgn0032374,47,0.280193875,8,7,2,0,0,0
body,FBgn0032378,8,0.270485134,3,3,2,0,0,0
body,FBgn0020309,255,0.300281583,6,20,2,0,0,4
body,FBgn0032393,5,0.267025999,5,5,4,1,1,0
body,FBgn0010497,7,0.272042591,42,13,4,1,1,0
body,FBgn0032400,139,0.29244174,42,13,4,1,1,1
body,FBgn0032398,49,0.269651773,7,6,3,1,1,1
body,FBgn0032397,90,0.277821407,0,0,6,0,0,0
body,FBgn0032394,1004,0.316649793,51,18,1,4,1,2
body,FBgn0032407,516,0.299104965,62,19,1,4,1,1
body,FBgn0032409,7,0.269353951,8,7,2,0,0,0
body,FBgn0027081,83,0.277299963,7,6,3,1,1,5
body,FBgn0032421,19,0.27403769,23,2,5,0,0,0
body,FBgn0000114,1198,0.341603465,37,15,6,0,0,4
body,FBgn0032420,6,0.263206148,8,7,2,0,0,0
body,FBgn0015797,1,0.272055966,12,8,4,1,1,0
body,FBgn0020443,3,0.274543912,6,20,2,0,0,0
body,FBgn0032429,34,0.275392152,29,5,4,1,1,0
body,FBgn0032451,2,0.268497524,9,8,4,1,1,0
